,x,y,id
155,12.340955,16.872856,A-2-c-2-5-4_077
156,11.107374,16.921968,A-2-c-2-2-1_104
157,14.152633,16.930033,1283944596_00000110
158,9.5926285,15.170989,1283944367_00000230
159,13.237197,9.416251,1283944286_00000570
160,9.723551,-14.121148,B-1-BECH-032_02
161,10.211726,-0.15500814,1283949474_00000460
162,7.653681,17.829216,A-2-c-2-5-2_129
163,6.3871527,15.873458,A-2-c-2-5-2_017
164,25.555172,0.28099117,A-3-d-1-1_45
165,4.2292604,-7.829366,1283943913_00000450
166,11.844382,9.98027,A-1-d-8-1_03
167,24.89613,-0.5058051,1283949547_00000200
168,7.308038,13.834557,A-2-c-2-1-2_061
169,16.116293,13.760376,A-2-c-2-5-3_029
170,9.131656,-1.1633352,1283943840_00001740
171,-10.059426,12.255326,1283943409_00000330
172,9.162214,-0.3270825,A-2-c-2-2-10-4_41
173,-10.13762,9.353994,1284779068_00000030
174,10.569263,14.37596,A-2-c-2-5-1_283
175,6.1361876,-2.1060812,1283944022_00000460
176,3.381927,-9.08018,A-2-c-1-1_M11_17
177,4.424293,-10.410351,1283949547_00000560
178,-0.17266211,-3.3385751,1283944731_00000380
179,7.0885096,7.7085314,A-2-b-1-3_02
180,25.715237,-1.0225432,A-3-c-2-1_07
181,10.684495,-13.269351,B-1-BECH-080_04
182,15.555505,14.574233,A-2-c-2-5-6_24
183,8.8419075,15.991313,A-2-c-2-2-1_023
184,12.601052,-14.988432,1284033627_00000030
185,-2.7813704,-0.50067437,1284070662_00000030
186,6.9365735,-17.362774,1284071308_00000020
187,11.822142,-0.56936777,1283943883_00000800
188,11.269682,10.841343,1283943840_00000930
189,14.995332,16.795109,A-2-c-2-4-1_064
190,8.4097595,19.316694,A-2-c-2-4-2_101
191,13.305035,-13.297461,1284075648_00000020
192,9.78571,10.63433,B-1-BECH-167_03
193,5.115549,-2.2655723,1283943255_00000320
194,12.746391,-13.726523,A-1-f-64-1_59
195,8.990913,20.262007,A-2-c-2-4-2_048
196,10.208703,1.3698002,1283944596_00000580
197,17.141134,8.713553,1283943913_00002950
198,13.420706,-1.8861377,1283944421_00000060
199,16.1837,11.92372,1283944774_00000230
200,6.5780168,18.389427,A-2-f-2-5_21
201,14.732528,17.844809,1283944774_00000290
202,5.9137754,-11.69987,A-1-e-3-3_43
203,8.691618,7.4390182,A-1-f-28-1_13
204,9.0264,0.93523735,1283949334_00000620
205,3.5223286,-2.1307423,1283943212_00000220
206,18.502008,8.716004,1283943808_00003730
207,12.708794,18.981268,A-2-c-2-4-1_161
208,10.443166,15.608763,A-2-c-2-2-7_038
209,3.7819333,-2.72731,1283943824_00004300
210,10.884868,20.450035,A-2-c-2-4-5_020
211,11.25501,-4.1287727,1283943824_00003480
212,-1.9039724,0.844331,A-2-c-1-1_M3_04
213,15.260813,15.747066,1283943840_00001950
214,-3.5449262,-11.317294,1283943883_00001030
215,0.9175946,-3.5339491,1283944456_00000700
216,5.3658614,1.8490199,1283944235_00000460
217,-8.8769655,10.454732,1284915204_00000050
218,14.486804,10.683447,A-2-c-2-4-3_105
219,9.995938,-1.2166775,1283944456_00000580
220,2.75465,-3.9708495,1284879437_00000020
221,25.384327,12.631663,A-1-a-6-1_11
222,11.370904,-13.905634,A-2-f-1-2_3M_13
223,5.4616857,-1.9414239,1283944022_00000200
224,8.105539,-15.096441,1284263118_00000010
225,7.690965,-3.3897753,1283943905_00001900
226,-5.935787,-1.480241,1284285332_00000050
227,5.7094107,-9.869093,1283943913_00002410
228,6.2653775,-16.288687,1284068994_00000010
229,5.9021416,21.088392,A-2-b-1-2_32
230,6.378151,-10.864443,A-3-d-2-14_01
231,11.188094,15.14606,A-2-c-2-5-2_151
232,3.9403818,-10.715732,A-2-c-3-4_05
233,-8.2856865,9.831421,128279146X_00000050
234,6.514043,21.96508,A-2-b-1-1_119
235,16.473198,8.11966,B-2-BECHD-15_01
236,3.1374125,-2.2971613,1283943808_00003100
237,12.280534,12.258773,1283943808_00005170
238,8.772433,21.080658,A-2-c-2-2-6_121
239,12.320266,19.536474,A-2-a-2-2-4_20
240,16.088902,10.266451,A-1-f-31-2_03
241,3.6703496,-12.414583,A-2-c-1-1_M11_44
242,18.788132,9.167366,A-2-c-2-4-4_256
243,11.684672,-13.867125,A-1-g-1-8_01
244,15.669794,7.037326,1283944456_00000710
245,0.086430386,-3.7549777,A-2-c-1-2-3_062
246,15.047272,12.466232,1283944456_00001030
247,18.010296,10.730302,1283943808_00004470
248,8.147475,-2.5793757,1283943867_00000640
249,-2.7030065,-0.6171048,B-1-BECH-202_02
250,-2.5820591,-5.2351737,1283949407_00000180
251,13.863317,-11.093177,A-2-f-1-3_5M_09
252,8.986016,19.958067,A-2-c-2-2-6_129
253,9.397744,12.29407,1283943867_00001210
254,19.772976,8.327058,1283943808_00003330
255,-7.5443087,12.482522,1284049299_00000030
256,-7.121791,-0.040903144,1284285693_00000070
257,12.201306,10.829668,A-2-c-2-4-4_089
258,10.056456,17.68988,A-2-c-2-4-1_237
259,6.703448,12.581081,A-1-d-5-6_02
260,10.517103,-14.624485,1284285413_00000010
261,14.891178,8.417173,1283944286_00000890
262,-10.510143,12.563103,1283943220_00000190
263,11.026494,-4.5459013,1283944529_00000100
264,9.721375,-0.24314551,1283944286_00001020
265,13.335731,15.043355,1283943409_00000310
266,24.858221,0.16256818,1283949334_00000670
267,2.8063354,-2.4044607,1283949547_00000040
268,23.335,0.019293167,A-3-d-2-18_06
269,5.8835173,20.562054,A-2-c-2-4-5_050
270,7.819048,-14.796504,B-2-BECH-11_01
271,13.48067,14.731921,A-2-a-2-1-2_03
272,13.3583,13.777473,A-2-c-2-5-2_060
273,11.383397,18.982689,A-1-a-4-6_02
274,6.535846,20.757668,A-2-c-2-2-6_130
275,10.397797,-3.4660017,1283943913_00001430
276,-4.8407826,3.9614234,1284915298_00000010
277,24.075024,-0.75633895,1283949474_00000890
278,1.8464545,-4.5002675,1283943808_00001240
279,-7.356198,-7.7455935,1284895114_00000600
280,-8.487067,-0.14682998,1283949547_00000480
281,7.4808173,17.902655,A-2-c-2-4-3_255
282,4.907557,19.16468,A-2-c-2-5-1_009
283,12.929237,4.7351213,A-2-c-2-5-2_031
284,-10.693388,12.538368,1284854787_00000030
285,6.714041,21.747911,1283943239_00000030
286,11.401739,13.540503,A-2-c-2-4-3_086
287,17.68278,5.0656056,B-1-BLA-1_01
288,-4.259023,-2.4212747,1284928829_00000020
289,13.76099,-11.229139,A-2-f-1-3_1M_24
290,8.655568,-2.6386514,1283943905_00001500
291,-5.6023583,-0.9607852,128428414X_00000050
292,8.069674,-13.687946,1284072029_00000050
293,-6.8758183,13.331119,1284263169_00000030
294,9.715753,-16.398323,1284263010_00000010
295,10.677483,-0.9934404,1283943883_00000360
296,19.076946,6.383007,1283949245_00000050
297,10.308344,-4.4463215,1283943824_00003640
298,10.60868,-4.0448937,1283944553_00000140
299,8.995874,11.83159,A-2-a-2-1-4_25
300,3.6176944,-9.034713,128406865X_00000370
301,2.9059038,-6.022517,1283948982_00000110
302,8.965771,-1.9347851,1283944456_00001000
303,3.6419356,-12.378766,A-2-f-1-3_3M_34
304,8.093282,16.465837,A-2-c-2-2-9-11_07
305,9.207978,17.524822,A-2-b-1-2_33
306,14.24541,14.323221,A-2-c-2-1-3_02
307,6.564561,-10.744664,1283943913_00001010
308,16.229925,12.73234,1283944731_00000430
309,9.85879,14.671195,A-2-c-2-4-3_205
310,16.732784,8.48539,1283943808_00000550
311,10.087045,-13.20835,B-1-BECH-047_01
312,22.57741,0.1953015,1283949547_00000570
313,7.7282343,13.402205,A-2-c-2-2-10-4_49
314,14.3807535,-1.7048739,1283943883_00000620
315,3.8545628,-12.82095,A-1-e-3-3_27
316,14.100338,-14.121296,B-1-BECHR-1_01
317,-7.604937,12.84412,1284068846_00000030
318,12.784165,-0.4678421,1283943840_00000840
319,10.163135,20.33743,A-2-c-2-3-4_16
320,5.4211555,-12.535222,A-1-g-1-6_06
321,9.333942,-16.492046,1284285286_00000010
322,18.093922,11.315181,A-2-c-2-4-4_217
323,9.740961,-2.1313248,1283943867_00000080
324,5.0073924,-12.042444,A-2-f-1-2_1M_03
325,4.182162,-9.928569,1283943913_00000310
326,2.4929366,-6.2423773,1283949245_00000170
327,-0.2639134,2.9816167,1282791362_00000230
328,10.345552,12.819625,A-2-c-2-2-9-5_06
329,15.786257,11.384768,1283944456_00000890
330,15.140835,5.4474716,128394958X_00000010
331,3.677938,-4.6605744,1283943913_00000760
332,9.779476,18.67676,A-2-c-2-5-1_189
333,5.867133,-12.895998,A-2-f-1-3_4M_34
334,15.801858,15.408128,A-2-c-2-2-8_003
335,17.397472,4.7236366,1284894770_00000010
336,5.0267587,-12.703665,A-2-f-1-1_1M_12
337,-3.5795398,-2.5167935,1284068641_00000030
338,10.269353,14.913654,A-2-c-2-3-2_76
339,9.082539,-13.592751,B-1-BECH-094_02
340,12.530551,2.5876815,1284070085_00000010
341,3.6536574,-12.710993,A-1-e-3-5_10
342,3.0535944,-3.126631,1283952750_00000280
343,17.03663,2.9832401,B-1-BECH-212_02
344,6.663122,-16.728466,1284075001_00000010
345,11.894964,14.615226,A-2-c-2-4-6_063
346,10.136709,20.552801,A-2-c-2-4-1_104
347,-0.40904883,-3.646471,1283943913_00002460
348,6.0448875,19.469276,A-2-c-2-1-8_25
349,14.790997,9.769518,1283943883_00000450
350,12.446384,14.928781,1283943824_00000910
351,4.1024313,8.489228,B-1-BECH-147_04
352,16.72537,2.6139686,B-1-BECH-213_02
353,24.90721,12.674112,A-1-a-3-1_30
354,-6.362194,-0.31154755,1284033694_00000060
355,14.377278,17.062263,A-2-c-2-4-1_159
356,8.322614,-17.101889,1284068943_00000010
357,4.131787,-9.748205,1283943956_00002450
358,11.214704,19.75927,A-2-b-2-3_21
359,9.963744,-2.2517626,1284071952_00000020
360,15.138806,7.527243,A-2-c-2-5-2_075
361,19.678835,8.540807,A-2-c-2-2-10-3_17
362,23.342371,-0.92701966,1283949245_00000220
363,-0.1336934,-1.8843372,A-2-f-1-3_1M_31
364,8.226148,-1.0654465,1283943867_00000860
365,15.271098,9.223582,A-2-c-2-4-4_114
366,3.4507983,17.564373,A-2-a-2-2-4_47
367,15.080929,14.817539,A-2-c-2-5-4_020
368,12.021689,7.4064064,A-2-c-2-1-2_217
369,9.577106,1.018462,1283949334_00001060
370,8.935297,-13.335519,B-1-BECH-120_01
371,16.915598,11.544305,1283944731_00000170
372,23.58053,-0.027525792,1283949334_00000910
373,11.780479,-3.5784938,1283943387_00000080
374,10.28413,16.074219,A-2-c-2-1-6_15
375,8.134888,21.14915,A-2-c-2-4-2_154
376,12.854472,-13.550898,A-2-c-1-2-3_052
377,4.6314793,1.4049833,1283943298_00000720
378,8.687816,-13.248171,B-1-BECH-033_02
379,8.963412,18.585062,A-2-c-2-3-2_09
380,14.979856,18.317478,A-1-e-3-2_06
381,13.627555,10.977961,A-2-c-2-4-4_299
382,2.5158076,-4.121477,1284784843_00000020
383,10.124626,10.529048,1283943956_00000130
384,6.790848,-0.59604734,A-1-c-6-3_03
385,16.623804,9.201182,A-2-a-2-1-3_11
386,9.211165,21.252802,A-2-c-2-2-3_43
387,11.84509,3.223568,1283943255_00000010
388,23.37852,-0.7963491,1283949474_00000190
389,-10.125395,9.381357,1284894703_00000050
390,-10.514577,12.909619,1284261018_00000210
391,14.363987,13.675344,1283943824_00002330
392,11.919623,2.9102082,1283949547_00001850
393,8.443976,-2.979941,1284072622_00000040
394,7.4676967,12.246693,A-2-c-2-1-2_080
395,12.567309,13.3154,A-2-c-2-2-11-2_01
396,13.388039,16.350142,A-2-c-2-4-6_011
397,12.167472,15.34203,A-2-c-2-2-9-8_21
398,14.561035,10.7827,A-2-c-2-4-4_230
399,-3.7306519,-1.3916126,1284074528_00000060
400,-7.7456017,0.48307455,1284070182_00000020
401,13.23298,11.145117,1283943824_00000770
402,-3.4296927,-1.9243981,1284895114_00001940
403,8.696,19.931824,A-2-c-2-5-1_179
404,13.492143,9.550803,1284772780_00000020
405,3.560447,-9.273694,A-2-f-2-4_16
406,6.5812445,21.377579,A-2-b-1-1_103
407,16.521564,-2.298541,1283943360_00000160
408,4.944625,-12.801331,A-2-f-1-2_3M_15
409,5.5623145,-11.343369,A-2-c-1-1_M10_78
410,4.428725,-2.0241294,1283944022_00000040
411,5.442491,8.083223,1284285618_00000020
412,11.962953,-3.7290053,1283943824_00002360
413,7.9181876,-12.469088,1284772543_00000010
414,10.202641,19.698303,A-2-c-2-3-1_84
415,10.396101,-13.263625,B-1-BECH-047_04
416,10.626123,18.97336,A-1-e-3-1_04
417,13.688147,9.9086,1283944286_00000530
418,7.9347467,-1.5109128,1283949245_00000080
419,6.1251397,-16.974537,1284068749_00000060
420,-7.0159216,-0.21043372,1284285650_00000030
421,1.9440986,-4.5804,1283943808_00001480
422,6.39637,20.758762,A-1-d-7-2_08
423,12.786734,3.1534312,1284895181_00000110
424,11.079019,15.817073,A-2-f-2-2_2M_21
425,5.959226,-11.214603,1284073505_00000040
426,15.6278,4.1384826,B-2-BECH-32_03
427,11.191882,-1.5355172,A-2-a-2-4-1_21
428,10.087851,19.047459,A-2-c-2-5-1_178
429,13.435469,10.8537035,A-2-c-2-2-1_087
430,6.26959,-16.838919,1284072185_00000030
431,7.5267353,0.061224915,1283943913_00003710
432,11.529184,-3.6032367,1283943883_00000780
433,7.0295563,12.588596,A-1-d-5-9_17
434,-5.685302,-0.6694975,1284071847_00000080
435,3.3619037,-7.336431,1283943913_00001230
436,13.736067,-14.129102,A-2-f-1-3_2M_56
437,4.8993397,-12.078456,A-1-f-55-3_08
438,8.72585,13.887404,A-2-c-2-2-1_169
439,8.0733385,22.807323,A-2-a-2-2-1_28
440,7.3965497,20.064716,A-2-c-2-5-1_191
441,10.708399,10.601303,1283943867_00000070
442,12.209873,-14.817364,A-2-f-1-1_1M_04
443,14.34191,13.30474,A-1-f-49-1_01
444,4.08068,-13.004825,A-1-g-1-10_19
445,13.566553,7.8727365,A-2-a-2-1-3_23
446,1.9678956,-4.672274,1283943808_00001000
447,15.703676,8.027076,1283944456_00000610
448,7.694482,-12.334351,B-1-BECH-119_01
449,13.627001,11.014897,A-2-c-2-2-10-2_59
450,9.447105,20.804064,A-2-c-2-1-12_025
451,15.356919,1.0982428,B-1-BECH-166_02
452,-5.9452024,-1.513553,1284261018_00000130
453,24.644053,0.5969921,1283949156_00000450
454,10.557796,-1.3693027,1283944456_00000140
455,7.4895,21.135859,A-2-c-2-4-2_198
456,8.783332,11.778066,A-1-d-5-6_06
457,5.916935,18.883717,A-2-c-2-1-12_024
458,9.668178,-16.426983,1284273121_00000010
459,9.571567,22.086557,A-1-f-31-2_20
460,4.156759,-7.3447766,A-2-c-1-2-3_059
461,16.25579,9.011785,A-2-f-2-2_3M_26
462,0.07436781,-3.4632063,1283943905_00001200
463,10.843372,20.634264,A-1-f-31-4_49
464,11.530192,14.166216,A-2-c-2-3-2_34
465,6.87407,13.149548,A-1-d-4-4_05
466,13.180722,12.969052,1283944391_00000110
467,7.703663,-4.045722,1283943336_00000080
468,16.505035,10.422181,A-2-f-2-5_41
469,8.104725,12.845968,1283943956_00002790
470,11.994445,-13.532154,A-1-f-64-1_03
471,9.296651,10.639999,A-1-d-1-1_06
472,8.414259,-2.3235867,1283943913_00003120
473,18.081165,12.617855,A-2-a-2-4-2_02
474,13.074692,-15.173885,B-2-BECHD-36_01
475,8.549606,22.983145,A-1-f-26-2_02
476,10.2646055,18.26344,A-2-c-2-5-1_213
477,3.5737488,-2.9937642,1283944421_00000760
478,18.709242,10.225294,A-2-c-2-1-16_44
479,15.769325,8.321244,1283943824_00003210
480,12.28956,-6.3694158,1283949083_00000720
481,6.7959113,-8.5766735,A-2-c-1-1_M10_31
482,4.757296,-12.343787,A-2-c-1-2-2_035
483,-9.731589,10.7176695,1284894428_00000050
484,13.8470125,5.0225463,1284261425_00000020
485,11.340728,13.642247,A-2-c-2-2-5_29
486,11.371799,16.079481,A-2-f-2-2_1M_17
487,5.096647,2.1646712,1283944235_00000400
488,6.2451286,-16.768171,1284075141_00000010
489,-10.225595,12.309418,1284894290_00000050
490,8.808674,11.986532,A-2-c-2-1-2_098
491,7.7072,13.619225,A-1-d-5-3_16
492,8.747595,7.502248,A-1-f-28-1_04
493,9.195922,-0.4103079,1283948923_00000520
494,8.22844,16.575586,A-2-c-2-5-5_13
495,10.251667,10.116056,A-1-d-1-1_20
496,5.726604,-1.6510463,1283943808_00003860
497,17.793879,9.387097,A-2-c-2-4-4_175
498,-0.25719276,2.996675,1282791362_00000370
499,17.424639,9.829413,A-2-c-2-5-7_34
500,12.894446,13.780539,1283943824_00004770
501,16.216803,1.6529737,B-1-BECH-205_01
502,10.051411,20.200861,A-2-c-2-1-16_39
503,-2.5856423,-1.9557908,A-1-h-3_16
504,3.9441924,-13.285614,1284036588_00000040
505,7.743893,19.396774,A-2-c-2-1-5_57
506,11.182752,-0.24079518,1283943913_00002650
507,4.576057,18.534346,A-2-c-2-4-1_112
508,7.0875006,13.17632,A-2-c-2-1-12_079
509,-8.543153,10.206747,1284928829_00000050
510,24.15768,-0.59832627,1283949474_00000070
511,7.530741,18.652119,A-2-c-2-2-3_128
512,-9.493973,12.370528,128394958X_00000470
513,25.811428,-0.4727224,1283948923_00000430
514,2.9611208,-7.2360525,128406865X_00000020
515,8.121834,-12.72374,B-1-BECH-130_01
516,14.040771,-14.135153,B-2-BECHD-10_05
517,-7.4297,0.651123,1284773566_00000020
518,5.238329,-12.49258,A-2-f-1-3_4M_21
519,-3.4579153,-11.214645,1283943824_00000970
520,13.784172,16.603863,A-2-c-2-2-6_104
521,7.323033,-7.2077794,1283943808_00002720
522,12.7962885,13.997448,1283943824_00002030
523,10.266929,-13.964842,B-1-BECH-052_03
524,7.9386334,22.638466,A-2-c-2-5-1_046
525,9.423958,0.9728897,1283949334_00000520
526,4.7650833,-10.672936,1283943913_00000670
527,4.610788,-3.545658,A-2-c-1-1_M11_19
528,8.48342,-4.024232,1283943336_00000480
529,-5.5995774,-0.9446455,1284776735_00000040
530,12.187215,11.703935,A-1-f-76-1_03
531,17.80839,-2.2114315,1283943492_00001200
532,6.920007,14.247466,A-2-c-2-1-12_080
533,4.45879,7.157455,1284777081_00000030
534,16.599142,14.750489,A-2-c-2-15_049
535,12.162366,-15.122163,A-1-e-3-3_36
536,3.8407598,-10.214726,A-2-c-1-1_M11_58
537,15.6568775,11.091711,1283944421_00000200
538,2.1379852,-1.9355367,1283943808_00000860
539,9.591777,10.720456,1283943867_00001590
540,6.58046,21.86048,A-1-f-25-2_11
541,14.78299,10.293379,A-2-c-2-4-4_133
542,6.6554546,16.460337,A-2-c-2-1-12_038
543,9.99246,-2.2859025,1283944286_00000120
544,7.3276415,-12.558578,B-1-BECH-121_06
545,4.6207876,0.9673919,1283943913_00002520
546,10.210368,20.245111,A-2-c-2-1-12_022
547,8.688272,20.207136,A-2-c-2-3-4_02
548,17.277796,12.394536,A-2-b-2-2_10
549,14.312788,17.72923,A-2-c-2-3-2_03
550,6.449584,21.473726,1283944316_00000650
551,5.889462,-11.851856,A-2-c-1-2-1_015
552,4.6558375,8.168784,B-1-BECHD-05_01
553,9.998401,13.8979645,1283943824_00001310
554,17.895908,10.502075,A-2-c-2-4-4_240
555,6.6824236,21.009214,A-2-b-1-2_84
556,26.040379,-2.015343,A-3-c-2-2_10
557,6.4280014,17.464422,A-2-c-2-1-2_021
558,7.8037863,20.436527,A-2-c-2-3-4_80
559,11.343844,-4.2439027,1283943824_00003800
560,-0.6429999,-3.2887933,1284895440_00000100
561,8.950339,20.800335,A-2-c-2-2-6_155
562,7.9828606,-14.544503,1284880680_00000020
563,15.318196,1.0830653,1284071693_00000020
564,17.130737,-1.831074,1283943492_00000580
565,16.468506,12.0028305,1283944596_00000530
566,14.95907,7.993945,1283944863_00000070
567,10.700679,11.338134,A-2-c-2-2-1_105
568,8.431,-15.701041,1284282007_00000010
569,17.360327,-3.2233355,1283944316_00001240
570,13.049523,-13.780867,A-2-c-1-2-3_047
571,15.783875,11.66517,1283944200_00000090
572,-10.261637,8.724718,1284049248_00000030
573,7.6149287,-15.53578,B-2-BECH-01_07
574,15.387973,13.73696,A-2-c-2-1-12_057
