,x,y,id
3584,14.87316,17.36185,A-1-f-33-1_04
3585,10.854126,11.914051,1283943905_00000790
3586,15.640572,13.618619,1283943840_00001570
3587,15.576446,13.7803135,A-2-c-2-15_034
3588,7.548206,22.517496,B-2-AI-1_02
3589,4.8810196,18.847563,A-2-c-2-5-1_134
3590,4.427139,9.105801,1284285790_00000010
3591,11.831527,20.178545,A-1-f-31-4_34
3592,-5.0400767,-8.00759,1284895114_00000360
3593,8.136647,21.966959,A-2-c-2-5-6_37
3594,13.021151,14.605804,A-2-c-2-1-2_207
3595,11.146352,11.342621,A-2-c-2-2-1_052
3596,6.8945427,12.351628,A-1-d-5-6_11
3597,7.459466,11.978913,A-1-d-1-3-2M_24
3598,9.6586075,18.771862,A-2-c-2-1-12_083
3599,4.9823775,-2.2648723,1283943905_00001540
3600,12.447222,15.650983,A-2-c-2-15_041
3601,13.142455,1.1773604,1283943905_00001120
3602,20.28856,7.841186,1283943808_00001450
3603,3.8648777,8.5174055,1284895114_00002030
3604,10.965209,18.846457,A-2-c-2-4-2_040
3605,12.283801,2.712244,A-2-c-3-5_27
3606,19.094524,9.700971,A-2-c-2-4-4_168
3607,7.4898305,-2.8480852,1283943840_00001180
3608,3.5209846,-10.162247,1283943956_00002440
3609,10.606853,20.266478,A-2-c-2-4-1_227
3610,5.250744,17.171871,A-2-c-2-4-3_090
3611,10.9177475,-4.3566794,1283943824_00002060
3612,14.395488,12.221069,A-2-c-2-4-4_166
3613,4.0478935,-7.495004,A-2-c-1-2-3_044
3614,6.5708127,19.83172,A-2-c-2-2-3_27
3615,13.687353,-13.691876,A-2-c-1-2-3_013
3616,9.649117,21.05092,A-2-c-2-2-3_100
3617,16.351254,4.0108156,B-1-BECH-174_01
3618,16.178425,12.251756,B-1-BECH-182_02
3619,7.6802726,18.474344,A-2-c-2-3-3_47
3620,5.633834,16.440933,A-2-c-2-2-1_004
3621,15.673934,9.881273,A-2-c-2-4-4_354
3622,26.025797,0.65071005,1283949083_00001210
3623,8.580842,21.432796,A-2-c-2-5-4_088
3624,18.169804,8.867914,1283943808_00003230
3625,10.600355,-2.507599,1284285626_00000020
3626,13.276637,17.118662,1283943883_00000750
3627,18.114914,9.407546,1283943808_00002830
3628,9.652488,18.232944,A-2-c-2-1-9_18
3629,9.17955,13.937962,1283943824_00002950
3630,4.7247057,7.7354755,B-1-BECH-147_01
3631,13.092787,9.23509,1283944286_00000690
3632,-7.915292,10.080303,1284780503_00000030
3633,4.6624913,19.563427,A-2-b-1-2_81
3634,5.8754277,19.745924,A-2-c-2-3-4_125
3635,11.173952,19.243082,A-2-c-2-3-1_52
3636,25.327217,-0.8329536,A-3-e-14-1_03
3637,25.06349,12.145644,A-1-a-3-1_04
3638,10.074396,21.100128,A-2-c-2-2-3_156
3639,6.396022,19.78389,A-2-c-2-2-3_145
3640,6.5707197,19.985355,A-1-d-7-2_04
3641,14.105114,14.538765,A-2-c-2-4-3_059
3642,17.28856,6.8695364,1283943956_00002030
3643,-7.233822,0.62950927,1284776840_00000020
3644,9.019338,17.062479,1283943336_00000150
3645,-3.1435227,1.8265612,B-1-BECHD-24_01
3646,7.6026983,22.561138,A-2-c-2-5-1_152
3647,14.037845,11.031534,1283943808_00005490
3648,14.690513,15.107745,A-2-c-2-5-6_43
3649,3.297421,-2.110132,1283943298_00000040
3650,13.303959,-2.2004626,1283943336_00000400
3651,4.3687453,18.45465,A-2-c-2-5-1_022
3652,8.292453,-14.765206,1284775542_00000020
3653,-3.740894,-4.881979,1283943808_00004120
3654,12.713778,-1.4047,1283944456_00000940
3655,7.384692,13.271869,A-1-d-5-9_07
3656,-4.547445,3.3378205,1284907937_00000010
3657,-8.684137,1.2077036,B-1-BECH-048_02
3658,23.060915,0.018249823,1283949474_00000470
3659,24.143305,0.9352824,1283949156_00000370
3660,-0.29303533,-5.050999,1283949377_00000360
3661,6.163589,19.032776,A-1-d-7-1_12
3662,6.138536,15.874157,A-1-f-52-1_01
3663,-5.6415606,-1.29466,128406865X_00000050
3664,6.200303,15.663879,A-2-c-2-3-2_97
3665,11.784707,-15.467389,1284034046_00000010
3666,10.814856,2.910734,A-3-e-1-7_05
3667,13.513108,-13.539187,A-2-f-1-2_3M_11
3668,4.5743546,-13.29589,A-2-f-1-3_2M_43
3669,9.618167,1.019921,1283949547_00000410
3670,13.729777,9.143928,A-2-c-2-2-3_51
3671,8.942034,0.8633521,1283949334_00000460
3672,9.2828245,16.925688,A-2-c-2-4-6_012
3673,18.614561,10.722979,A-2-a-2-4-2_20
3674,8.101803,21.856422,A-1-f-50-1_01
3675,4.59785,-13.733867,B-1-BECH-144_01
3676,-9.39357,10.948598,128426307X_00000080
3677,8.710399,19.218044,A-2-a-2-2-4_03
3678,7.898253,0.30523112,1283949334_00001180
3679,-2.7163548,-5.251286,1283949407_00000200
3680,9.550397,15.600996,A-2-c-2-2-9-5_07
3681,12.49661,20.620564,A-2-a-2-2-1_20
3682,5.2893834,-3.9572728,1284854558_00000020
3683,1.8755162,-4.5998697,1283943808_00001580
3684,3.4866297,-13.021827,A-2-f-1-3_3M_25
3685,6.68662,12.966523,A-2-c-2-2-1_050
3686,13.053403,-0.95785725,A-1-c-5-1_21
3687,2.6153352,-2.2517467,1283943808_00004200
3688,4.7070546,-2.9538841,1283948923_00000060
3689,7.837277,17.034971,A-2-c-2-5-7_117
3690,9.815689,13.447423,A-2-f-2-2_3M_20
3691,-2.884674,-0.63913536,1283943913_00001910
3692,16.864256,-1.0670699,A-2-c-2-5-4_095
3693,4.3605933,18.115618,1283943905_00000710
3694,12.909716,13.2503805,A-2-a-2-4-4_09
3695,-8.137874,12.329624,1284069400_00000050
3696,13.229674,16.145117,A-2-c-2-5-4_023
3697,14.8929205,4.6628213,B-1-MER-1_02
3698,17.263233,10.561376,1283944936_00000150
3699,-7.219679,-7.752776,1284895114_00001200
3700,15.23663,5.7693963,A-2-c-2-5-1_203
3701,-3.5584602,-5.090251,1283943220_00000060
3702,9.521167,16.096375,A-2-c-2-4-7_10
3703,-8.224937,9.707193,128407207X_00000030
3704,14.2544775,16.722893,A-2-a-2-4-2_28
3705,11.491157,12.503098,A-2-c-2-15_018
3706,5.8976617,22.626253,A-2-b-1-1_151
3707,16.157555,1.7023199,1284781690_00000010
3708,13.902544,8.885744,1284772640_00000010
3709,7.4144497,-0.6150298,A-2-c-2-4-4_083
3710,-7.8514433,-7.886185,1284895114_00000610
3711,-3.5647278,-11.354856,1283943808_00005010
3712,13.689362,-14.400891,A-2-c-1-1_M7_04
3713,16.766668,11.922969,1283944731_00000410
3714,11.377464,4.702184,1283943956_00002940
3715,5.1938634,-12.607689,A-2-f-1-3_4M_25
3716,13.396563,14.59737,A-2-c-2-2-1_006
3717,6.274378,16.571056,A-2-c-2-4-3_201
3718,25.151613,12.281452,A-1-a-2-1_07
3719,15.314525,8.243872,A-1-c-5-1_13
3720,8.0141735,22.974348,A-2-b-1-2_154
3721,14.313645,10.704936,A-2-c-2-2-5_15
3722,7.6241946,15.39957,A-2-b-2-1_27
3723,7.6897197,-1.1103939,1283948923_00000620
3724,12.375096,-0.53617656,1283944286_00000520
3725,12.328854,10.664153,A-2-c-2-4-4_029
3726,13.220317,14.011175,A-2-c-2-2-9-7_03
3727,3.1685529,-5.8658743,1283948923_00001200
3728,8.016061,21.235876,A-1-f-26-2_06
3729,17.046545,10.987463,1283944103_00000330
3730,12.862982,4.8758426,1283949547_00001020
3731,12.518551,14.413166,1283943905_00001990
3732,9.484967,14.336309,A-2-f-2-3_09
3733,10.057586,1.348915,A-2-a-2-4-3_28
3734,11.125465,13.352662,1283943824_00002130
3735,-3.108749,1.8672262,B-1-BECHD-32_01
3736,10.526958,19.529028,A-2-b-2-1_04
3737,6.9579062,-11.940831,1284285634_00000030
3738,9.518723,17.317335,A-2-b-1-2_66
3739,13.357979,-5.2792764,1283944200_00000220
3740,12.300327,-4.117437,1283944596_00000480
3741,7.9103355,21.071968,A-2-c-2-4-1_109
3742,16.763783,-2.7313263,1283944316_00001100
3743,16.634584,-2.7200778,1283944316_00001460
3744,11.313704,7.0999875,A-2-c-2-1-1_034
3745,12.520297,-14.723951,1284033961_00000020
3746,-8.382261,10.126564,1284858359_00000050
3747,17.932514,4.9360805,B-2-BAY-1_01
3748,0.22860631,-3.1356776,1283943913_00002700
3749,-4.0474668,-1.1166894,1283943913_00000920
3750,7.000275,8.073024,A-1-e-3-1_03
3751,4.334184,8.78101,1284285693_00000050
3752,5.6684437,6.8766155,1283943476_00000150
3753,5.9116464,-9.497575,1283943956_00001140
3754,18.379639,11.694418,A-2-a-2-4-4_14
3755,4.4377832,19.788086,1283944316_00001730
3756,13.010699,-2.2273786,1283943913_00003980
3757,15.483501,3.3432376,1284780031_00000010
3758,8.069707,19.492672,A-2-c-2-4-1_068
3759,-7.6554637,10.790823,1284075575_00000030
3760,7.4702296,-11.870537,B-1-BECH-154_01
3761,15.846716,2.4130933,B-1-BECH-158_02
3762,12.989986,5.1548543,A-2-c-2-2-9-13_01
3763,4.1840386,8.580829,1283949547_00000050
3764,14.211753,-2.7445529,1283943824_00000440
3765,9.334531,-3.351168,1283943905_00000500
3766,16.5746,5.6713834,B-1-KAR-2_01
3767,12.265883,9.450855,1283944286_00000090
3768,11.381866,13.967293,A-2-c-2-4-3_021
3769,6.010962,21.076681,A-2-c-2-1-12_009
3770,10.745109,-14.323382,1284049299_00000010
3771,-8.253449,12.493038,1284072185_00000050
3772,11.139784,12.602001,A-2-c-2-1-1_082
3773,7.7475953,-0.33957022,1283944936_00000220
3774,4.2376995,-10.317406,A-2-c-1-1_M11_11
3775,6.1950536,-2.3113961,1283944642_00000140
3776,17.869328,4.6973324,1283949407_00000010
3777,5.603335,19.233635,A-2-c-2-4-2_179
3778,4.854023,2.3017118,1283943824_00000140
3779,7.0062633,-12.743639,128487494X_00000030
3780,16.0145,3.5940342,B-1-UEW-1_02
3781,12.011938,12.936441,A-2-c-2-4-3_006
3782,5.1350985,-0.8256976,1283944936_00000300
3783,7.754841,18.13215,A-2-c-2-1-2_311
3784,5.7513666,-12.90833,128487513X_00000050
3785,6.7277756,-17.306805,1284071197_00000020
3786,10.761096,-13.823841,A-2-c-1-1_M5_01
3787,9.237659,15.543644,A-2-c-2-5-2_045
3788,-4.4507236,-5.3876133,1283943212_00000240
3789,10.380094,18.917149,A-2-c-2-1-12_047
3790,19.050045,8.894745,A-2-c-2-4-4_019
3791,1.7052753,-3.151038,B-1-BECHD-45_02
3792,16.531286,5.586004,1283949407_00000130
3793,5.2577815,-10.076289,1283943956_00001390
3794,8.791111,14.268427,A-2-a-2-4-2_17
3795,3.4087908,17.512177,1283943905_00001410
3796,7.564959,-11.569972,B-1-BECH-137_01
3797,13.604951,18.308195,1283944391_00000130
3798,10.060831,-13.85576,B-1-BECH-092_01
3799,0.10446935,-3.6655774,1283943956_00000860
3800,10.476024,14.745972,A-2-c-2-3-2_83
3801,10.395301,4.142523,1283943913_00003580
3802,8.915918,18.224756,A-2-c-2-5-2_038
3803,-3.6974254,-11.305176,1283943840_00000290
3804,10.450426,20.121834,A-1-f-25-2_09
3805,13.777235,17.636965,A-2-b-1-2_04
3806,14.442089,15.341205,1283943824_00000110
3807,-7.508281,-7.6763644,1284895114_00000590
3808,7.9764576,19.078012,A-2-c-2-1-1_073
3809,18.569284,7.8060355,1283943808_00002050
3810,7.7104344,20.828362,A-2-c-2-4-2_065
3811,15.909482,13.382699,A-2-c-2-4-4_218
3812,13.347161,18.46141,1283944200_00000490
3813,13.136068,9.960076,1283943956_00002470
3814,7.98463,0.5143994,1283949474_00001340
3815,6.7096276,-0.6294904,A-1-h-3_18
3816,-5.583256,-1.0839064,128428414X_00000040
3817,9.417641,14.160338,1283943824_00002770
3818,9.347138,14.998063,A-2-c-2-2-9-5_01
3819,-4.9135838,-2.4924033,B-1-BECH-109_04
3820,12.915639,-15.242717,1283943212_00000080
3821,8.096183,-14.288394,1284033546_00000010
3822,12.833332,-12.89979,B-1-BREI-1_01
3823,23.98161,-0.26762065,1283949245_00000460
3824,24.156427,12.739957,A-1-a-4-3_04
3825,-10.051718,12.1060295,1283949547_00002160
3826,16.377083,9.7121935,1283943808_00003850
3827,16.272154,2.6715586,B-2-BECH-19_01
3828,6.954802,16.19732,A-2-c-2-3-3_54
3829,4.1430435,-3.687688,A-1-c-5-1_06
3830,-10.670743,12.566464,1284879437_00000030
3831,-0.9099939,-3.5720944,1283944103_00000100
3832,12.433611,11.182929,1283943824_00000030
3833,13.226971,10.712175,1283943905_00000810
3834,7.3944483,21.364065,A-2-f-2-1_2M_29
3835,25.6694,-1.4326133,A-3-c-2-1_30
3836,-7.550066,13.3431,128407479X_00000030
3837,6.325661,19.313686,A-2-b-1-2_109
3838,20.189348,8.035792,1283943808_00001530
3839,11.014167,4.788708,A-2-f-2-5_35
3840,4.979475,-13.977678,B-1-BECH-048_01
3841,17.43764,9.180756,1283944421_00000390
3842,18.289412,8.939183,A-2-a-2-4-3_11
3843,2.6830158,-2.4710846,1283944456_00001020
3844,11.630126,8.982114,A-1-d-3-1_07
3845,6.226922,21.543615,A-2-c-2-4-1_187
3846,5.692657,-2.8471296,1283943824_00000520
3847,17.756435,8.907757,1283943271_00000030
3848,8.140178,20.4502,A-2-c-2-3-4_30
3849,-4.603249,3.3359342,1284918718_00000010
3850,7.1400237,18.400927,A-2-c-2-1-1_044
3851,25.483355,-1.0822326,A-3-c-2-1_12
3852,7.2536635,-7.9901423,1283943913_00000980
3853,14.320106,11.735037,A-2-c-2-3-4_47
3854,14.369338,5.0279374,A-2-c-2-2-6_084
3855,12.163294,-13.387231,A-2-f-1-3_4M_05
3856,7.791465,14.901329,A-2-c-2-5-2_070
3857,13.892677,-11.082055,A-2-f-1-3_1M_23
3858,13.560217,16.04352,A-2-c-2-2-6_119
3859,12.1554985,20.212805,A-2-c-2-4-5_027
3860,-6.6048613,0.43130136,1284780503_00000010
3861,10.863861,-15.090477,A-1-g-1-8_03
3862,13.256572,-14.968047,A-2-f-1-3_2M_02
3863,14.803744,14.267247,1283943336_00000330
3864,2.5736763,-6.1667495,B-1-BECH-002_1
3865,7.209111,17.71682,A-2-c-2-2-3_136
3866,7.0104494,-2.1228611,1283949334_00001240
3867,10.583644,20.354624,A-1-f-31-4_53
3868,12.733829,3.357798,A-2-c-2-5-1_299
3869,14.040045,13.387808,A-2-c-2-2-1_015
3870,12.335664,-3.8983772,1283943913_00003770
3871,-5.65776,2.9427574,B-1-BECH-015_Recto
3872,23.933878,11.804261,A-1-a-4-5_04
3873,5.8786902,1.2434866,1283944936_00000040
3874,9.040764,20.294985,A-2-c-2-3-2_105
3875,9.459321,15.332866,A-2-c-2-4-7_08
3876,5.000792,-10.731519,A-2-c-1-1_M10_39
3877,11.928291,17.343899,A-2-b-1-2_140
3878,3.8885527,-12.374745,1283943913_00000410
3879,-8.124946,9.943703,1284772942_00000050
3880,-10.719397,12.632109,1284285456_00000030
3881,23.318794,0.81470543,1283949547_00001100
3882,22.918098,0.18597604,1283949547_00001620
3883,7.0809717,-9.80875,A-2-a-2-1-5_42
3884,7.0011854,21.578653,A-2-c-2-4-2_133
3885,-7.658175,0.10208701,1284071847_00000070
3886,8.53389,-3.9407647,1283944642_00000440
3887,10.222935,16.324154,A-2-c-2-4-6_006
3888,12.859201,-14.3217,B-2-BECHD-20_01
3889,-7.9483466,13.083369,1284068838_00000030
3890,24.033085,-0.79078037,1283948923_00000790
3891,16.917156,10.648586,1283943913_00003800
3892,9.498843,-15.349289,B-2-BECHD-23_02
3893,9.707666,17.48255,A-2-c-2-2-6_135
3894,9.465628,15.693021,A-2-c-2-5-2_006
3895,8.897679,14.72331,A-2-c-2-4-3_128
3896,9.101366,13.290246,A-1-f-26-1_05
3897,8.133421,13.206499,A-1-f-71-1_01
3898,-4.7332435,-1.0084728,A-1-f-72-2_02
3899,13.05738,-3.6099038,1283943913_00004060
3900,2.8326333,-3.8344872,1284075893_00000020
3901,13.432862,-13.9261265,A-2-f-1-3_2M_06
3902,12.85195,-14.733943,B-2-BECHD-35_01
3903,6.834113,13.585839,A-1-d-4-1_39
3904,6.8211246,20.842619,A-2-c-2-2-3_32
3905,13.03391,11.274105,A-2-c-2-4-4_235
3906,5.4883537,1.7115417,1283943913_00002670
3907,14.416185,7.323173,B-1-FEL-1_03
3908,9.584309,-0.5490706,A-3-e-9-1_02
3909,7.9833336,-1.7104516,1283949547_00001030
3910,15.272529,11.282487,1283944731_00000230
3911,8.225798,20.749926,A-2-c-2-2-6_142
3912,6.090342,16.236647,A-2-c-2-1-2_222
3913,14.832098,15.71055,1283943425_00000270
3914,4.17671,0.20627066,1283943913_00002680
3915,6.0823207,22.673986,A-2-c-2-4-2_208
3916,12.627638,-3.870065,1283944596_00000040
3917,11.09433,20.765678,A-1-e-3-2_13
3918,9.401117,-15.601911,1284262650_00000020
3919,25.439575,-1.2400005,A-3-c-2-1_14
3920,13.10309,17.904343,1283943492_00001210
3921,8.135283,13.819986,A-2-c-2-2-1_054
3922,5.6282,-11.468969,A-2-c-1-2-1_003
3923,6.508884,-12.967706,B-1-BECH-191_02
3924,14.7322855,16.291683,A-2-c-2-2-6_106
3925,11.148402,12.029871,1283943956_00000290
3926,13.511244,16.940239,A-1-a-4-8_08
3927,-7.71016,9.782807,1284285715_00000060
3928,5.6404157,-3.8546991,A-2-c-1-1_M11_07
3929,12.510158,2.614841,1284070085_00000010-x
3930,25.68778,1.1967154,1283949083_00000630
3931,-5.0512643,4.573853,1282791249_00000030
3932,-9.334717,12.28411,1284855953_00000050
3933,8.523325,-3.9247916,1283943255_00000280
3934,10.113563,13.820787,1283943840_00001010
3935,0.57270116,-3.1709545,A-1-d-5-7_17
3936,9.982847,-13.541185,B-1-BECH-052_01
3937,-7.470502,10.276042,1284781224_00000030
3938,3.1577466,-12.738624,A-2-f-1-3_1M_01
3939,14.853917,8.278234,A-2-c-2-4-4_244
3940,3.4538274,-12.351021,A-2-f-1-3_5M_44
3941,9.1007595,10.760184,A-1-d-1-1_15
3942,8.810784,-2.7010496,1283943824_00004620
3943,5.4880204,-1.6718347,1283943808_00002980
3944,10.878847,4.2493277,1283944073_00000030
3945,11.495266,11.825717,A-1-d-4-4_13
3946,10.628551,-2.0072782,1283943867_00001060
3947,24.82367,12.098414,A-1-a-1-2_07
3948,-10.0287,9.188561,1284034542_00000030
3949,9.012969,2.6992214,1283943972_00000440
3950,4.4238844,-13.092473,B-1-BECH-093_02
3951,12.612008,-14.602132,A-1-e-3-3_19
3952,6.5523405,-2.9085763,1284113396_00000020
3953,18.734644,9.210372,1283944731_00000290
3954,4.2096515,18.005865,A-2-c-2-4-5_140
3955,9.769124,20.390196,A-2-c-2-5-1_201
3956,7.041888,22.365273,A-2-b-2-1_18
3957,2.6707342,-6.6954803,B-1-BECH-001_1
3958,-8.330261,-0.103782624,1284285413_00000020
3959,12.922592,-14.408404,1284033929_00000010
3960,15.4576845,9.323094,1283943352_00000130
3961,8.77496,-4.050168,1283943905_00002080
3962,10.576744,15.404255,1283944235_00000150
3963,10.955886,11.020101,B-2-BECHR-1_01
3964,4.643751,8.722996,B-1-ZIM-1_02
3965,14.248252,9.853155,1283943999_00000510
3966,7.8278627,-15.396036,B-2-BECH-01_03
3967,11.1927,18.832396,A-2-c-2-5-1_109
3968,5.8267517,21.010674,A-2-c-2-2-6_148
3969,16.417984,1.7518835,1284854981_00000030
3970,10.822834,-2.3371024,1284285642_00000040
3971,8.589581,-13.047971,B-1-BECH-098_04
3972,15.064364,10.511092,1283943808_00002190
3973,4.599992,1.5772475,1283943808_00000400
3974,6.1479926,22.661379,A-2-b-1-2_52
3975,15.351526,3.5265226,B-2-BECH-34_02
3976,6.572154,12.727126,A-1-d-5-9_13
3977,-7.288065,0.7960709,B-1-BECH-011_Verso
3978,5.5236244,17.302887,A-2-c-2-2-8_041
3979,-3.0763555,1.9006,B-1-BECHD-36_01
3980,-10.063491,8.86488,1284033988_00000030
3981,12.547458,-15.042648,B-2-BECHD-12_01
3982,25.660944,-1.3318917,A-3-c-2-1_36
3983,9.409946,-2.7395494,1283944286_00001420
3984,2.0495427,-4.7065935,1283943808_00000940
3985,6.130976,22.315613,A-2-b-1-1_75
3986,14.458588,14.744846,A-2-c-2-2-9-3_01
3987,4.216181,-8.561012,1283943913_00000190
3988,4.4082065,8.153301,B-1-BECH-110_01
3989,11.943003,14.084563,A-2-c-2-4-6_075
3990,4.220663,0.22207347,1283943913_00003760
3991,-4.676117,3.3621204,1284908135_00000010
3992,12.310103,-13.962928,B-2-BECHD-25_01
3993,4.338941,18.689144,A-2-c-2-3-1_06
3994,9.931929,20.31096,A-1-f-31-4_30
3995,2.5097935,-3.8624089,1284076156_00000020
3996,9.043107,19.115524,A-2-c-2-5-1_061
3997,11.627825,20.06141,A-2-a-2-2-4_31
3998,5.439814,-13.160863,1283943956_00000850
3999,13.349583,-14.248251,A-2-c-1-1_M5_10
4000,6.322817,16.731941,A-2-c-2-2-8_067
4001,13.651306,9.466612,A-2-c-2-2-3_64
4002,14.862842,13.76204,A-2-c-2-4-4_317
4003,6.986362,17.746328,A-2-c-2-1-2_262
4004,12.271118,-15.197569,A-2-f-1-2_2M_03
4005,-3.0560374,1.9211282,B-1-BECHD-14_01
4006,4.503325,18.726213,1283943492_00000170
4007,3.9040453,-13.254668,1283943956_00002590
4008,11.395747,15.1858835,A-2-c-2-4-3_092
4009,8.667035,-1.5952277,1283943840_00000260
4010,4.2755923,-2.7064087,1283952750_00000160
4011,-1.0600598,-3.4926374,1283944162_00000120
4012,8.476946,14.130752,A-2-a-2-1-2_21
4013,14.384195,9.323487,1283944286_00001430
4014,8.885802,11.639783,A-2-c-2-1-2_060
4015,15.270388,9.322813,1283943808_00000610
4016,11.400261,1.3960502,1283949474_00000630
4017,25.788057,1.5670586,1283949407_00000350
4018,16.776869,4.6232586,1284075982_00000030
4019,14.198436,-2.7241707,1283943808_00005740
4020,9.631138,17.272713,A-2-c-2-3-2_59
4021,17.723341,8.924444,1283943808_00002250
4022,4.1693993,-12.418723,A-2-c-1-1_M10_28
4023,11.861915,-15.767198,1284034534_00000010
4024,9.198808,-4.157427,1283943824_00003740
4025,-4.7656965,4.5239706,1284915107_00000030
4026,0.42604035,-3.2933116,A-2-c-3-6_08
4027,13.05855,-0.8144369,A-2-c-2-1-7_11
4028,10.331799,-3.6540048,1283943824_00001160
4029,2.7536178,-5.388866,1283948982_00000040
4030,16.050533,5.0911894,1284261530_00000010
4031,11.107846,20.945778,A-2-a-2-2-4_37
4032,12.062831,6.984769,A-2-c-2-1-16_19
4033,23.338823,0.23014018,1283949156_00000810
4034,16.431684,9.358797,1283943808_00005830
4035,10.638526,2.692072,A-2-b-1-1_01
4036,5.5183215,20.456419,A-2-c-2-4-2_059
4037,3.0827425,-12.514082,A-1-h-1-6_09
4038,9.363321,-3.1177833,1283943905_00001360
4039,12.617779,17.376013,A-2-c-2-1-12_002
4040,5.9051714,-3.29523,1283943905_00000940
4041,16.80348,6.3591666,A-2-c-2-5-7_102
4042,6.1503544,-2.6926968,1283943824_00000740
4043,5.8352365,22.141443,A-2-b-1-1_36
4044,6.1223884,1.4056109,1283943913_00003420
4045,16.648548,-2.2673206,1283943360_00000020
4046,11.965563,14.269437,A-2-c-2-5-2_049
4047,8.7539215,16.879293,A-2-c-2-2-4_09
4048,22.93859,1.6837952,1283949377_00000810
4049,17.273783,-1.6287148,1283943956_00001280
4050,17.716768,12.723934,A-2-a-2-4-4_18
4051,24.494495,12.549175,A-1-a-2-1_21
4052,13.510425,-2.8182328,1283944200_00000420
4053,16.3314,10.099521,A-2-c-2-2-10-4_55
4054,14.0476265,13.331971,A-2-f-2-2_3M_21
4055,6.951276,18.280676,A-2-c-2-1-1_042
4056,-9.986443,8.895132,1284778843_00000030
4057,12.39914,17.323462,1283944316_00001430
4058,13.502348,14.017557,A-2-f-2-5_33
4059,11.704786,14.776844,A-2-c-2-2-6_007
4060,-10.6755705,12.548398,1284261530_00000030
4061,15.985208,4.6742864,A-2-c-2-5-1_003
4062,-1.4353216,-6.3391914,1283949156_00000140
4063,3.53448,-9.325739,A-2-c-2-3-4_01
4064,12.541374,13.050448,1283943824_00004460
4065,13.48677,-14.777935,A-2-f-1-2_2M_11
4066,12.12235,3.5625021,128394958X_00000360
4067,9.742579,17.985046,A-2-c-2-1-11_03
4068,-8.463123,0.44613072,B-1-BECH-151_02
4069,14.284651,14.670087,1283943212_00000170
4070,5.2518635,2.081045,1283944235_00000220
4071,3.1736312,17.32977,A-2-c-2-2-3_10
4072,8.857374,-0.3148362,1283948923_00000900
4073,10.75001,-13.631191,1283943905_00000990
4074,-4.9383235,2.9975748,1284779289_00000010
4075,-8.4083805,0.47230396,B-1-BECH-058_02
4076,7.0414295,19.349934,A-1-h-1-2_02
4077,5.051408,-11.18738,A-2-c-1-2-2_006
4078,-5.4742036,-1.2025341,1284261018_00000090
4079,9.854735,11.869468,128394958X_00000210
4080,18.1311,8.846957,A-2-c-2-2-3_63
4081,-5.1905456,-7.978459,1284895114_00000290
4082,11.200215,14.531222,A-2-c-2-3-3_40
4083,4.147922,17.649603,1283943972_00000230
4084,13.825652,9.688297,A-2-c-2-2-10-2_03
4085,1.0826232,-2.7522497,1283943808_00004260
4086,7.226408,12.927306,A-2-c-2-2-10-3_51
4087,9.706963,18.937244,A-2-c-2-4-5_065
4088,19.540232,8.826162,1283943808_00003250
4089,9.20266,-15.854356,1284069982_00000020
4090,1.1408246,-3.1354933,1284895114_00002180
4091,-7.2812257,-7.7747784,1284895114_00000700
4092,15.198678,14.561942,A-2-c-2-15_017
4093,7.7489586,17.765257,A-2-c-2-5-4_062
4094,5.0404696,-2.295241,1284276457_00000070
4095,14.595831,15.51996,1283944235_00000290
4096,11.921086,-3.3713205,1283943905_00000420
4097,1.7898417,-4.590287,1283943808_00001500
4098,17.156588,10.669024,A-2-c-2-5-2_095
4099,10.489658,-2.472847,1283943913_00002560
4100,19.165874,8.074706,1283944936_00000950
4101,14.677432,-1.9799633,1283943883_00000700
4102,10.933967,16.522308,1283943255_00000070
4103,11.229379,18.642199,A-2-c-2-2-9-10_03
4104,7.792133,12.925983,1283943867_00001050
4105,-8.470823,0.72737515,1284034437_00000020
4106,9.899652,18.43111,A-2-c-2-2-6_100
4107,13.333475,16.61548,A-2-c-2-4-7_06
4108,16.895533,8.279646,A-2-c-2-4-4_039
4109,6.752388,-1.8040059,1283944421_00000320
4110,11.012689,14.595184,A-2-c-2-4-3_244
4111,10.505415,-3.8489785,1283943298_00000060
4112,5.996774,22.532368,A-2-b-1-1_15
4113,23.455822,1.015854,1283949547_00002060
4114,13.592023,14.260539,A-2-c-2-4-3_029
4115,8.227766,-14.905554,1284285480_00000020
4116,3.0734758,-12.610541,A-2-f-1-3_3M_23
4117,-10.612266,12.34579,1283944162_00000270
4118,8.2887745,-15.263388,1284285324_00000020
4119,-5.220478,2.652967,1284773566_00000010
4120,-7.5522904,10.635121,1284777359_00000030
4121,7.065317,-8.922529,A-2-a-2-4-7_01
4122,12.0227995,-0.14621575,1283943956_00000160
4123,7.794986,19.659807,A-2-c-2-1-5_29
4124,19.77764,7.535969,A-2-c-1-1_M11_10
4125,5.08469,1.0233953,1283943824_00000500
4126,8.526669,17.226675,A-2-c-2-1-2_009
4127,2.2335727,-2.2346532,A-2-a-2-4-7_10
4128,4.7070956,-12.749681,A-2-f-1-3_5M_32
4129,9.630132,21.144491,A-2-c-2-4-5_028
4130,17.008642,9.247303,A-2-c-2-4-4_198
4131,-7.9752984,0.0980521,1284285790_00000020
4132,15.804014,12.277122,A-2-a-2-4-5_15
4133,-4.7499757,-5.502483,1283944553_00000300
