id,keywords,year
"1284877566_00000010.tif","'DEA','Deutschland','B-3','','Deutsch','Teil des Prototyps'","1947"
"1284877566_00000020.tif","'DEA','Deutschland','B-3','','Deutsch','Teil des Prototyps'","1947"
"1284877566_00000030.tif","'DEA','Deutschland','B-3','','Deutsch','Teil des Prototyps'","1947"
"1284033538_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284033538_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284033538_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284033546_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284033546_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284033546_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284076296_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1949"
"1284076296_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1949"
"1284076296_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1949"
"1284858359_00000010.tif","'DEA','Deutschland','B-3','','Deutsch','Teil des Prototyps'","1959"
"1284858359_00000020.tif","'DEA','Deutschland','B-3','','Deutsch','Teil des Prototyps'","1959"
"1284858359_00000030.tif","'DEA','Deutschland','B-3','','Deutsch','Teil des Prototyps'","1959"
"1284858359_00000040.tif","'DEA','Deutschland','B-3','','Deutsch','Teil des Prototyps'","1959"
"1284858359_00000050.tif","'DEA','Deutschland','B-3','','Deutsch','Teil des Prototyps'","1959"
"1284068609_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1957"
"1284068609_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1957"
"1284068609_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1957"
"1284894290_00000010.tif","'DEA','Deutschland','C-2','','Deutsch','Teil des Prototyps'","1943"
"1284894290_00000020.tif","'DEA','Deutschland','C-2','','Deutsch','Teil des Prototyps'","1943"
"1284894290_00000030.tif","'DEA','Deutschland','C-2','','Deutsch','Teil des Prototyps'","1943"
"1284894290_00000040.tif","'DEA','Deutschland','C-2','','Deutsch','Teil des Prototyps'","1943"
"1284894290_00000050.tif","'DEA','Deutschland','C-2','','Deutsch','Teil des Prototyps'","1943"
"1284068803_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284068803_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284068803_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284069915_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284069915_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284069915_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284069915_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"1284069915_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
"128407109X_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
